	k	p	c	o	f	g	s
OTU_31738	k:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Gaiellales	Unclassified	Unclassified	Unclassified
OTU_31740	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Aquicella	Unclassified
OTU_31744	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:WD2101_soil_group	Unclassified	Unclassified	Unclassified
OTU_31742	k:Bacteria	p:Chloroflexi	c:Thermomicrobia	o:JG30-KF-CM45	Unclassified	Unclassified	Unclassified
OTU_31741	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	g:Nocardioides	Unclassified
OTU_31743	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	Unclassified
OTU_31748	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	Unclassified	Unclassified
OTU_31747	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	Unclassified	Unclassified	Unclassified
OTU_31746	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_25	Unclassified	Unclassified	Unclassified
OTU_31750	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:WD2101_soil_group	Unclassified	Unclassified	Unclassified
OTU_31745	k:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Bacillaceae	g:Bacillus	Unclassified
OTU_31752	k:Bacteria	p:Microgenomates	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31749	k:Bacteria	p:Chloroflexi	c:JG37-AG-4	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31755	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Oligoflexales	f:Oligoflexaceae	Unclassified	Unclassified
OTU_31751	k:Bacteria	p:Chloroflexi	c:Gitt-GS-136	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31753	k:Bacteria	p:Armatimonadetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31754	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31757	k:Bacteria	p:Chloroflexi	c:TK10	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31756	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	Unclassified	Unclassified
OTU_31760	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	Unclassified	Unclassified
OTU_31758	k:Bacteria	p:Acidobacteria	c:Holophagae	o:Subgroup_7	Unclassified	Unclassified	Unclassified
OTU_31764	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	f:Mitochondria	Unclassified	Unclassified
OTU_31761	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	Unclassified	Unclassified
OTU_31759	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Kineosporiales	f:Kineosporiaceae	g:Angustibacter	Unclassified
OTU_31762	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31769	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31763	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31765	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31768	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31767	k:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Solirubrobacterales	Unclassified	Unclassified	Unclassified
OTU_31766	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:GR-WP33-30	Unclassified	Unclassified	Unclassified
OTU_31770	k:Bacteria	p:Actinobacteria	c:Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31771	k:Bacteria	p:Chlamydiae	c:Chlamydiae	o:Chlamydiales	f:Parachlamydiaceae	Unclassified	Unclassified
OTU_31772	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31773	k:Bacteria	p:Armatimonadetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31778	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	f:Mitochondria	Unclassified	Unclassified
OTU_31774	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	Unclassified
OTU_31775	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31777	k:Bacteria	p:Elusimicrobia	c:Elusimicrobia	o:Lineage_IIc	Unclassified	Unclassified	Unclassified
OTU_31776	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Rhodospirillaceae	g:Dongia	Unclassified
OTU_31780	k:Bacteria	p:Chloroflexi	c:TK10	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31779	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31783	k:Bacteria	p:Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31781	k:Bacteria	p:Armatimonadetes	c:Chthonomonadetes	o:Chthonomonadales	f:Chthonomonadaceae	g:Chthonomonas	Unclassified
OTU_31782	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Thiotrichales	f:Thiotrichales_Incertae_Sedis	g:Candidatus_Endoecteinascidia	Unclassified
OTU_31787	k:Bacteria	p:Cyanobacteria	c:Chloroplast	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31785	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	g:Kribbella	s:Kribbella_jejuensis
OTU_31784	k:Bacteria	p:Spirochaetae	c:Spirochaetes	o:Spirochaetales	f:Leptospiraceae	g:Leptospira	s:Leptospira_sp._MS316
OTU_31786	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Frankiales	f:Geodermatophilaceae	g:Modestobacter	Unclassified
OTU_31788	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31789	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31791	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31790	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:DA111	Unclassified	Unclassified
OTU_31792	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Rhizobiaceae	g:Rhizobium	Unclassified
OTU_31793	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Frankiales	f:Geodermatophilaceae	Unclassified	Unclassified
OTU_31794	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	Unclassified	Unclassified	Unclassified
OTU_31797	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_31795	k:Bacteria	p:Actinobacteria	c:Acidimicrobiia	o:Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_31796	k:Bacteria	p:Verrucomicrobia	c:OPB35_soil_group	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31798	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Acidobacteriales	f:Acidobacteriaceae_[Subgroup_1]	Unclassified	Unclassified
OTU_31801	k:Bacteria	p:Cyanobacteria	c:Chloroplast	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31802	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_31799	k:Bacteria	p:Cyanobacteria	c:Cyanobacteria	o:SubsectionIII	f:FamilyI	g:Phormidium	Unclassified
OTU_31800	k:Bacteria	p:Chloroflexi	c:JG30-KF-CM66	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31804	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31803	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31806	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	Unclassified	Unclassified
OTU_31807	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_31809	k:Bacteria	p:Chloroflexi	c:Chloroflexia	o:Chloroflexales	f:Roseiflexaceae	g:Roseiflexus	Unclassified
OTU_31805	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	Unclassified	Unclassified	Unclassified
OTU_31808	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	Unclassified	Unclassified
OTU_31814	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31813	k:Bacteria	p:Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31811	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31812	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	Unclassified	Unclassified
OTU_31810	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Pseudonocardiales	f:Pseudonocardiaceae	g:Pseudonocardia	Unclassified
OTU_31815	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Blfdi19	Unclassified	Unclassified
OTU_31818	k:Bacteria	p:TM6	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31816	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	Unclassified	Unclassified	Unclassified
OTU_31817	k:Bacteria	p:Firmicutes	c:Negativicutes	o:Selenomonadales	f:Veillonellaceae	Unclassified	Unclassified
OTU_31819	k:Bacteria	p:Armatimonadetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31826	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31820	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31822	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31821	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	Unclassified	Unclassified
OTU_31823	k:Bacteria	p:Acidobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31824	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Bdellovibrionales	f:Bdellovibrionaceae	g:Bdellovibrio	Unclassified
OTU_31825	k:Bacteria	p:Chloroflexi	c:KD4-96	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31828	k:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Gaiellales	Unclassified	Unclassified	Unclassified
OTU_31827	k:Bacteria	p:Armatimonadetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31834	k:Bacteria	p:Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31829	k:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Lachnospiraceae	g:Anaerostipes	Unclassified
OTU_31832	k:Bacteria	p:Saccharibacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31831	k:Bacteria	p:Chlamydiae	c:Chlamydiae	o:Chlamydiales	f:Parachlamydiaceae	g:Candidatus_Protochlamydia	Unclassified
OTU_31830	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	Unclassified	Unclassified	Unclassified
OTU_31833	k:Bacteria	p:Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31835	k:Bacteria	p:Chloroflexi	c:Chloroflexia	o:Chloroflexales	f:Roseiflexaceae	g:Roseiflexus	Unclassified
OTU_31837	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31836	k:Bacteria	p:Acidobacteria	c:Holophagae	o:Subgroup_7	Unclassified	Unclassified	Unclassified
OTU_31843	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31842	k:Bacteria	p:Chloroflexi	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	Unclassified	Unclassified
OTU_31844	k:Bacteria	p:Cyanobacteria	c:Cyanobacteria	o:SubsectionI	f:FamilyI	Unclassified	Unclassified
OTU_31838	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31840	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	g:Pirellula	Unclassified
OTU_31839	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	Unclassified
OTU_31845	k:Bacteria	p:Chloroflexi	c:KD4-96	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31846	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31841	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:GR-WP33-30	Unclassified	Unclassified	Unclassified
OTU_31847	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31849	k:Bacteria	p:Verrucomicrobia	c:OPB35_soil_group	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31848	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:DA111	Unclassified	Unclassified
OTU_31850	k:Bacteria	p:Cyanobacteria	c:Melainabacteria	o:Vampirovibrionales	Unclassified	Unclassified	Unclassified
OTU_31853	k:Bacteria	p:Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31851	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31852	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31854	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	Unclassified
OTU_31855	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	Unclassified	Unclassified	Unclassified
OTU_31856	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Pseudonocardiales	f:Pseudonocardiaceae	Unclassified	Unclassified
OTU_31857	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_31858	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_6	Unclassified	Unclassified	Unclassified
OTU_31861	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31863	k:Bacteria	p:TM6	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31859	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Nitrosomonadales	f:Nitrosomonadaceae	Unclassified	Unclassified
OTU_31867	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31860	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Frankiales	f:Nakamurellaceae	g:Nakamurella	Unclassified
OTU_31862	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	Unclassified	Unclassified	Unclassified
OTU_31864	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Xanthobacteraceae	Unclassified	Unclassified
OTU_31865	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	g:Dyella	s:Dyella_marensis
OTU_31866	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Sandaracinaceae	Unclassified	Unclassified
OTU_31874	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31875	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31869	k:Bacteria	p:Chlamydiae	c:Chlamydiae	o:Chlamydiales	f:Parachlamydiaceae	Unclassified	Unclassified
OTU_31872	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31871	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_4	f:Unknown_Family	g:Blastocatella	Unclassified
OTU_31870	k:Bacteria	p:Actinobacteria	c:MB-A2-108	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31873	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31878	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	f:Mitochondria	g:Glarea_lozoyensis_74030	Unclassified
OTU_31868	k:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Staphylococcaceae	g:Staphylococcus	Unclassified
OTU_31877	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Saprospiraceae	Unclassified	Unclassified
OTU_31876	k:Bacteria	p:Chloroflexi	c:TK10	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31879	k:Bacteria	p:Nitrospirae	c:Nitrospira	o:Nitrospirales	f:Nitrospiraceae	g:Nitrospira	Unclassified
OTU_31883	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:WD2101_soil_group	Unclassified	Unclassified	Unclassified
OTU_31880	k:Bacteria	p:Chloroflexi	c:KD4-96	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31882	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Acidobacteriales	f:Acidobacteriaceae_[Subgroup_1]	Unclassified	Unclassified
OTU_31881	k:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Paenibacillaceae	g:Paenibacillus	Unclassified
OTU_31888	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	Unclassified	Unclassified
OTU_31884	k:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Christensenellaceae	g:Christensenellaceae_R-7_group	Unclassified
OTU_31885	k:Bacteria	p:Cyanobacteria	c:Chloroplast	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31886	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31887	k:Bacteria	p:Proteobacteria	c:TA18	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31893	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_31889	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:BIrii41	Unclassified	Unclassified
OTU_31890	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31892	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	f:SM2D12	Unclassified	Unclassified
OTU_31891	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31895	k:Bacteria	p:Chloroflexi	c:Thermomicrobia	o:JG30-KF-CM45	Unclassified	Unclassified	Unclassified
OTU_31894	k:Bacteria	p:Chloroflexi	c:JG30-KF-CM66	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31898	k:Bacteria	p:Chloroflexi	c:KD4-96	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31896	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31901	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	f:Mitochondria	Unclassified	Unclassified
OTU_31897	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31900	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_31899	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31904	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31907	k:Bacteria	p:Verrucomicrobia	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31903	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	Unclassified
OTU_31902	k:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Solirubrobacterales	Unclassified	Unclassified	Unclassified
OTU_31910	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31905	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31908	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	g:Gemmatimonas	Unclassified
OTU_31906	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Haliangiaceae	g:Haliangium	Unclassified
OTU_31909	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Rhizobiaceae	g:Rhizobium	Unclassified
OTU_31916	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31918	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_31913	k:Bacteria	p:Chlamydiae	c:Chlamydiae	o:Chlamydiales	f:Parachlamydiaceae	g:Candidatus_Metachlamydia	Unclassified
OTU_31917	k:Bacteria	p:Chloroflexi	c:Chloroflexia	o:Chloroflexales	f:Roseiflexaceae	g:Roseiflexus	Unclassified
OTU_31911	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	g:Nocardioides	s:Nocardioides_tritolerans
OTU_31912	k:Bacteria	p:Acidobacteria	c:Acidobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31914	k:Bacteria	p:Verrucomicrobia	c:Spartobacteria	o:Chthoniobacterales	Unclassified	Unclassified	Unclassified
OTU_31919	k:Bacteria	p:Chloroflexi	c:Ardenticatenia	o:Ardenticatenales	Unclassified	Unclassified	Unclassified
OTU_31915	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Rhodospirillaceae	Unclassified	Unclassified
OTU_31926	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_31921	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_6	Unclassified	Unclassified	Unclassified
OTU_31920	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Nitrosomonadales	f:Nitrosomonadaceae	Unclassified	Unclassified
OTU_31923	k:Bacteria	p:Chloroflexi	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	Unclassified	Unclassified
OTU_31927	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Bdellovibrionales	f:Bdellovibrionaceae	g:Bdellovibrio	Unclassified
OTU_31928	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:FFCH9454	Unclassified	Unclassified
